Rank,Article Title,Author Full Names,Source Title,Publication Year,Abstract,DOI Link,ENGINEERING.PRODUCT/UI.UX/SERVICE,Inclusion (Y/N/Q/R) for 2nd screening,Note,
187,A Checklist for the Usability Evaluation of Artificial Intelligence (AI) mHealth Applications Graphical User Interface,"Tu, Chanjuan; Russo, Alessia; Zhang, Ying","DESIGN, USER EXPERIENCE, AND USABILITY, DUXU 2024, PT I",2024,"The download rate of AI mobile health (mHealth) apps has increased rapidly, and there are many usability evaluation studies based on mobile apps, but few studies have been conducted on the usability of AI mHealth applications. This study aims to develop a task-based usability checklist based on heuristic evaluation based on the opinions of AI mobile health app user interface (UI) practitioners. This study was divided into two phases. The first phase of the study developed a hierarchical structure of graphical user interface design elements and usability principles related to AI mHealth applications, which used to develop the visual checklist for the usability evaluation. In order to demonstrate the practical effectiveness of the proposed checklist, the second phase of the study makes the usability evaluation with the checklist in AI m-Health application. Thirty user interface practitioners were recruited for this test, and they will use a visual checklist to evaluate the usability of AI GUIs in mHealth applications. The results showed that this usability checklist identified most of the usability issues and considerations that should be taken into account when developing AI mHealth, especially the usability of conversational AI and chatbot. This facilitates the study of potential ways to standardize AI GUIs to enhance the user experience in AI mHealth applications. The usability checklist proposed in this study is expected to be used quickly and effectively by usability practitioners for user interface evaluation during AI m-Health application development.",http://dx.doi.org/10.1007/978-3-031-61351-7_23,UI.UX,Y,LLM for GUI/HCI,
189,A User Interface Design for Collaborations Between Humans and Intelligent Vehicles,"Zhao, Yong; Ji, Yatai; Qiu, Sihang; Zhu, Zhengqiu; Ju, Rusheng","WEB ENGINEERING, ICWE 2024",2024,"Intelligent vehicles have been widely applied in the industry, academia, and our daily lives, to complete various tasks. However, existing AI that drives intelligent vehicles sometimes falls short as they may not ensure completeness or optimality, leading to issues like local optima or infinite loops. In response to these limitations, we proposed a user interface design for online crowdsourcing tasks, which enables collaborations between crowd workers and intelligent vehicles. This design aims to bolster existing intelligent vehicles' AI with human intelligence as external support, while also leveraging AI predictions to minimize human effort. This research provides significant insights into the design of collaborative systems that effectively integrate human and artificial intelligence.",http://dx.doi.org/10.1007/978-3-031-62362-2_32,UI.UX,N,No specific AI technique,
191,Prototyping Machine Learning Through Diffractive Art Practice,"Scurto, Hugo; Caramiaux, Baptiste; Bevilacqua, Frederic",PROCEEDINGS OF THE 2021 ACM DESIGNING INTERACTIVE SYSTEMS CONFERENCE (DIS 2021),2021,"In this paper, we outline a diffractive practice of machine learning (ML) in the frame of material-centered interaction design. To this aim, we review related work in ML, HCI, design, new interfaces for musical expression, and computational art, and introduce two practice-based studies of music performance and robotic art based on interactive machine learning tools, with the hope of revealing the computational materiality of ML, and the potential of embodiment to craft prototypes of ML that reconfigure conceptual or technical approaches to ML. We derive five interference conditions for such art-based ML prototypes-situational whole, small data, shallow model, learnable algorithm, and somaesthetic behaviour- and describe their widening of design and engineering practices of ML prototyping. Finally, we sketch how a process of intra-active machine learning could complement that of interactive machine learning to take materiality as an entry point for ML design within HCI.",http://dx.doi.org/10.1145/3461778.3462163,UI.UX,N,ann for UX/HCI?,
196,Unintended Consequences when the Engineering Design Team is Noninclusive: An Exploration of the Literature,"Murphy, Eva; Goodman, Lizbeth",PROCEEDINGS OF THE 2022 IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE (EDUCON 2022),2022,"Accessibility and equity have become increasingly important in recent years. Inclusive Engineering Design is an approach to design that enables and draws from the full range of human diversity [1]. Through showcasing a number of examples, this paper demonstrated the need for engineers to embrace inclusive design principles in all fields of engineering. The examples used in the paper centre around Urban Planning and Housing, Unconscious Bias in Artificial Intelligence and Automotive Engineering - testing the car design. Urban Planning compared a housing development in Brazil with that of one in Vienna. The one in Brazil was a re-housing design project that took no input from the residents that were to be relocated from the favellas, resulting in their lives being upended. Vienna's housing project was co-designed with the residents to ensure a better quality of life for all. Section III on Unconscious Bias in Artificial Intelligence showcased a range of examples where lack of diversity on the design team had a detrimental effect on people. People of colour were labelled as gorillas by Google's photo application; gender classification worked best on white males and worst on darker females; criminal risk assessment software rated black defendants as 77% more likely of committing a future violent crime and cardiovascular disease (CVD) was not being captured in women using AI, as CVD presents differently in males and females [2]. Test dummies in Automotive Engineering have traditionally been designed using dimensions and physique of a male body. Because a woman's body is biologically different to that of a man, women aew therefore 17% more likely to die in a car crash than a man and 47% more likely to be seriously injured. Pregnant women and the older generation fair even worse. Underrepresented groups in engineering, such as females, people of colour and those with disabilities continue to be affected by the design choices that were and are being made by engineers worldwide. This paper highlights why design methodologies need to change to be more inclusive. While the consequences of the designs showcased in the paper are unintended, they still have a resonating impact that goes beyond their intended use.",http://dx.doi.org/10.1109/EDUCON52537.2022.9766789,UI.UX,N,No specific AI technique,
202,Grasping AI: experiential exercises for designers,"Murray-Rust, Dave; Lupetti, Maria Luce; Nicenboim, Iohanna; van der Hoog, Wouter",AI & SOCIETY,2024,"Artificial intelligence (AI) and machine learning (ML) are increasingly integrated into the functioning of physical and digital products, creating unprecedented opportunities for interaction and functionality. However, there is a challenge for designers to ideate within this creative landscape, balancing the possibilities of technology with human interactional concerns. We investigate techniques for exploring and reflecting on the interactional affordances, the unique relational possibilities, and the wider social implications of AI systems. We introduced into an interaction design course (n = 100) nine 'AI exercises' that draw on more than human design, responsible AI, and speculative enactment to create experiential engagements around AI interaction design. We find that exercises around metaphors and enactments make questions of training and learning, privacy and consent, autonomy and agency more tangible, and thereby help students be more reflective and responsible on how to design with AI and its complex properties in both their design process and outcomes.",http://dx.doi.org/10.1007/s00146-023-01794-y,UI.UX,N,No specific AI technique,
207,Evaluation on interactive waiting experience design of mobile internet products based on machine learning,"Yu, Yi",SCIENTIFIC REPORTS,2023,"In today's rapidly changing economy, efficient lifestyle has become the current situation of most mobile product users. With the development of performance tools and technologies, a fast lifestyle has brought more wealth and opportunities to users. The slow pace and fluctuating time are indirect income losses, which cause user anxiety to some extent. When the waiting time exceeds the user's waiting threshold, users would experience negative emotions, such as boredom, anxiety and anger, and product satisfaction would drop significantly. Therefore, by analyzing the uniqueness of mobile Internet products and the characteristics of users, this paper studied the reasons and influencing factors of product interactive waiting, and then used machine learning algorithm to analyze the cost function of interactive waiting experience. Finally, the corresponding interactive waiting experience design strategy was proposed. By comparison, the user experience after product interaction optimization design was 8.4% higher than that before product interaction optimization design, and the user frequency was also 14.7% higher after optimization design. In short, user experience plays an important role in product interaction design.",http://dx.doi.org/10.1038/s41598-023-43405-2,UI.UX,N,No specific AI technique,
212,Augmented reality user interface design and experimental evaluation for human-robot collaborative assembly,"Chu, Chih-Hsing; Liu, Yu-Lun",JOURNAL OF MANUFACTURING SYSTEMS,2023,"Artificial intelligence (AI) has been applied to a wide spectrum of industrial sectors, but manual operations remain indispensable in most manufacturing systems due to high complexity or costs involving in automation. A more practical approach is enabling humans to collaborate with machines complementary to each other. One critical issue in human-robot collaboration (HRC) is to assure the operator's productivity, safety, and trust while interacting with the robot. This paper presents an experimental study on user interface design in augmented reality (AR) for human-robot collaborative assembly in a shared workspace. The experiment aims to verify and cross-compare the effectiveness of visual and haptic cues in various forms that convey the robot intent to human. Analysis of the work performance and gazing behavior of participants shows that both cues can reduce their visual attention on the moving robot during the collaboration. The interface that provides the proximity of robot using visual cues is considered most useful. It is not intuitive to recognize complex information by vibration on different parts of the human hand in the experiment. Finally, human trust to robot has a higher correlation on the usability of a user interface than the work performance assisted by the interface. These findings may work as design guidelines for AR assisted human-robot interaction in smart manufacturing.",http://dx.doi.org/10.1016/j.jmsy.2023.04.007,UI.UX,N,No specific AI technique,
213,CoAuthor: Designing a Human-AI Collaborative Writing Dataset for Exploring Language Model Capabilities,"Lee, Mina; Liang, Percy; Yang, Qian",PROCEEDINGS OF THE 2022 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI' 22),2022,"Large language models (LMs) offer unprecedented language generation capabilities and exciting opportunities for interaction design. However, their highly context-dependent capabilities are difficult to grasp and are often subjectively interpreted. In this paper, we argue that by curating and analyzing large interaction datasets, the HCI community can foster more incisive examinations of LMs' generative capabilities. Exemplifying this approach, we present COAUTHOR, a dataset designed for revealing GPT-3's capabilities in assisting creative and argumentative writing. CoAuthor captures rich interactions between 63 writers and four instances of GPT-3 across 1445 writing sessions. We demonstrate that CoAuthor can address questions about GPT-3's language, ideation, and collaboration capabilities, and reveal its contribution as a writing collaborator under various definitions of good collaboration. Finally, we discuss how this work may facilitate a more principled discussion around LMs' promises and pitfalls in relation to interaction design. The dataset and an interface for replaying the writing sessions are publicly available at https://coauthor.stanford.edu.",http://dx.doi.org/10.1145/3491102.3502030,UI.UX,N,"LLM, but no design something",
224,A Proactive System for Supporting Users in Interactions with Large Language Models,"Wang, Ben","PROCEEDINGS OF THE 2024 CONFERENCE ON HUMAN INFORMATION INTERACTION AND RETRIEVAL, CHIIR 2024",2024,"With the advancements of Large Language Models (LLMs) and the prevalent application of ChatGPT, there is a significant interest in maximizing productivity and user experience through proactive systems. Current proactive conversational systems mostly concentrate on user preference in the recommendation scenarios, but overlook critical user perceptions, which impact their experience and task completion. Addressing this gap, the study proposes a novel framework integrating user perceptions into LLM interactions to support user tasks and improve learning outcomes. This framework include two approaches: a user interface design dedicated to streamlining LLM interactions by mitigating complexities in the interaction with the main LLM systems like ChatGPT, and an adaptation of reinforcement learning from human feedback (RLHF) to incorporate user perceptions, enhancing personalization and effectiveness of LLM learning paths. The project's significance extends beyond user engagement, promising broader societal impacts.",http://dx.doi.org/10.1145/3627508.3638325,UI.UX,N,"LLM, but no design something",
227,Research on the Design of Interactive Installation in New Media Art Based on Machine Learning,"Liu, Miao; Li, Jiayi","DESIGN, USER EXPERIENCE, AND USABILITY, DUXU 2023, PT V",2023,"With the development of artificial intelligence technology and the change of information dissemination mode, the design concept of new media interactive device gradually changes to diversification and conceptualization. The main research of this paper is to explore the methods and development prospects of interaction design of new media interactive installation art under the premise of machine learning as the design method with the participation of algorithms. This paper summarizes the methods of using new media interactive installations in the context of machine learning, and explores the forms of expression of artificial intelligence technology in new media art. Starting with the new media interactive installation combining artificial intelligence and machine learning technology, this paper discusses the dynamic installation art based on machine learning from several aspects, including the presentation of interactive installation in mainstream application scenes, the current situation of artificial intelligence application in interactive installation art, and the specific application of machine learning at present. By understanding and mastering design methods based on machine learning technologies, using artificial intelligence as a new media tool and platform to bring out the creativity of human-machine collaborative creation.",http://dx.doi.org/10.1007/978-3-031-35705-3_8,UI.UX,N,No specific AI technique,
235,Dual Cognitive UXD and Explainable AI,"Cham, Karen; Shakiry, Raida; Yates, Carl",JOURNAL OF USABILITY STUDIES,2021,"We are in an age where route to market for technological innovation is unimpeded by even the simplest of safety checks. Computer vision, for example, cannot differentiate the side of a lorry from an open patch of sky when driving an autonomous vehicle, whilst iris and facial recognition technologies are rolled out as infallible ID systems with huge error rates on black skin and eyes. Meanwhile, whistleblower testimony about how social media inadvertently engineers self-harm in young people and how there is more than a suggestion that our collective big data is being used in social engineering experiments at scale reinforces a growing vocal concern with ethics in professional UX circles. The chasm into which all of this simultaneously falls into and erupts from is human factors-that traditional add on to technology development that is firmly in the gap between analog and automation; between people and machine; between user and design, affordance, and agency. All of these issues are thus digital transformation issues. The steady migration of personal, social, and cultural values; policy; practice; law; and ideology into computer code with greater and lesser degrees of success. The goal of this essay is to share seminal research findings in eCommerce and games UX as a foundation for a dual cognitive or deep user experience design (Deep UXD) that integrates biometric insights. I suggest this can provide a fundamental basis from which to address persuasion, emotion, and trust (PET; Schaffer, 2009) in the development cycle of all human-computer interaction (HCI) applications. I conclude on the future field of application in terms of UX informed human-centered Al (HCAI) and human-in- the-loop (HITL) service design for Industry 4.0.",,UI.UX,N,No specific AI technique,
247,Use of Artificial Intelligence in the Personalisation of In-vehicle Interaction Interfaces,"Yu, Mengyao; Shi, Lijun; He, Changhua","PROCEEDINGS OF 2024 3RD INTERNATIONAL CONFERENCE ON CYBER SECURITY, ARTIFICIAL INTELLIGENCE AND DIGITAL ECONOMY, CSAIDE 2024",2024,"This study proposes a theoretical architecture model of an AI-driven in-vehicle interactive system, optimizing and adjusting key aspects such as target group selection, driving stages, consumer needs, interaction modes, and interface design through detailed demonstration. It emphasizes the personalization factor and proposes a model more aligned with the user's personalized needs by subdividing the driving stages and analyzing consumer needs. In terms of interaction modes, attention is paid to the integration of clicks, voice control, gestures, sliding, and other interaction methods to improve the flexibility of the user's operating experience. In terms of interface design, through elements such as colour, icons, typography, and fonts, combined with the automatic optimization of AI, personalized design is achieved to adapt better to the user's driving situation and preferences. Overall, this model aims to improve in-vehicle interactive systems' performance and user experience and provide a valuable reference for the future intelligent driving field. The study also profoundly explores the application of AI in the personalized design of vehicle interactive interfaces through a literature review and empirical cases, providing critical insights into achieving personalization and intelligence for future vehicle interaction design.",http://dx.doi.org/10.1145/3672919.3672950,UI.UX,N,No specific AI technique,
252,Multiverse: Exploring Human Machine Learning Interaction Through Cybertextual Generative Literature,"Lagerkvist, Love; Ghajargar, Maliheh","COMPANION PROCEEDINGS OF THE 10TH INTERNATIONAL CONFERENCE ON THE INTERNET OF THINGS, IOT 2020",2020,"We present a prototype of a system for machine learning (ML) powered interactive generative literature called Multiverse. The system employs a set of neural networks models to dynamically generate a literary space from an initial writing prompt provided by its user-reader. The user-reader is able to choose the model used to generate the text as a kind of interactive machine learning (IML). The research explores how interaction design and HCI researchers can engage directly with ML by leveraging the powerful, yet accessible, models afforded by new developments in the field. User-readers testing the prototype found the imperfect aesthetics of the ML-generated texts to be entertaining and engaging but struggled to conceptualize the generated work as a navigable interactive literary space.",http://dx.doi.org/10.1145/3423423.3423424,UI.UX,N,No specific AI technique,
257,Artificial Intelligence Interactive Design System Based on Digital Multimedia Technology,"Liu, Chengcheng",ADVANCES IN MULTIMEDIA,2022,"The current extraction speed of artificial intelligence interactive elements is low, with the low effect, resulting in the poor effect of artificial intelligence interaction. Therefore, a new artificial intelligence interaction method has been developed for digital multimedia technology, performing analysis based on the current background of artificial intelligence, providing a good environment foundation for the interactive place, so that it can integrate artificial intelligence technology after interaction. Aiming at the current problems of digital multimedia technology in the use of artificial intelligence interaction design, innovative exploration of artificial intelligence technology will be carried out based on multimedia technology and innovative thinking. Based on the in-depth analysis of digital multimedia technology, the relationship between artificial intelligence technology and digital multimedia technology is analyzed, and an artificial intelligence interactive design system based on digital multimedia technology is proposed. Finally, the digital multimedia technology is verified on the artificial intelligence interactive design through case analysis.",http://dx.doi.org/10.1155/2022/4679066,UI.UX,N,No specific AI technique,
266,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,"Zhang, Lingyu",PEERJ COMPUTER SCIENCE,2024,"In interior interaction design, achieving intelligent user-interior interaction is contingent upon understanding the user's emotional responses. Precise identification of the user's visual emotions holds paramount importance. Current visual emotion recognition methods rely solely on singular features, predominantly facial expressions, resulting in inadequate coverage of visual characteristics and low recognition rates. This study introduces a deep learning-based multimodal weighting network model to address this challenge. The model initiates with a convolutional attention module, employing a self-attention mechanism within a convolutional neural network (CNN). As a result, the multimodal weighting network model is integrated to optimize weights during training. Finally, a weight network classifier is derived from these optimized weights to facilitate visual emotion recognition. Experimental outcomes reveal a 77.057% correctness rate and a 74.75% accuracy rate in visual emotion recognition. Comparative analysis against existing models demonstrates the superiority of the multimodal weight network model, showcasing its potential to enhance human-centric and intelligent indoor interaction design.",http://dx.doi.org/10.7717/peerj-cs.2450,UI.UX,Y,CNN for interior interaction design,
271,Explainable AI for the Arts 2 (XAIxArts2),"Bryan-Kinns, Nick; Ford, Corey; Zheng, Shuoyang; Kennedy, Helen; Chamberlain, Alan; Lewis, Makayla; Hemment, Drew; Li, Zijin; Wu, Qiong; Xiao, Lanxi; Xia, Gus; Rezwana, Jeba; Clemens, Michael; Vigliensoni, Gabriel","PROCEEDINGS OF THE 16TH CONFERENCE ON CREATIVITY AND COGNITION, C&C 2024",2024,"This second workshop on explainable AI for the Arts (XAIxArts) brings together a community of researchers and creative practitioners in Human-Computer Interaction (HCI), Interaction Design, AI, explainable AI (XAI), and Digital Arts to explore the role of XAI for the Arts. XAI is a core concern of Human-Centred AI and relies heavily on HCI techniques to explore how to make complex and difficult to understand AI models more understandable to people. Our first workshop explored the landscape of XAIxArts and identified emergent themes. To move the discourse on XAIxArts forward and to contribute to Human-Centred AI more broadly this workshop will: i) bring researchers together to expand the XAIxArts community; ii) collect and critically reflect on current and emerging XAIxArts practice; iii) co-develop a manifesto for XAIxArts; iv) co-develop a proposal for an edited book on XAIxArts; v) engage with the wider discourse on Human-Centred AI.",http://dx.doi.org/10.1145/3635636.3660763,UI.UX,N,No specific AI technique,
274,Modelling operator control work across traffic management domains: implications for interaction design,"Lundberg, Jonas; Nylin, Magnus; Praetorius, Gesa; Jansson, Anders A.; Bang, Magnus",COGNITION TECHNOLOGY & WORK,2024,"Traffic management in aviation, shipping, and rail transport shows similarities and dissimilarities in the work process. For example, they share the temporal aspect, but different levels of urgency in the control work set different requirements on monitoring, decisions, and actions. However, few studies have been presented that model and compare the different domains in terms of temporal decision-making. The Joint Control Framework (JCF) is an approach to analyse and temporally model operators' control processes from a cognitive systems engineering perspective. In this study, we have used JCF to map, and compare, cognitive joints, such as perceptions, decisions, and actions, in temporally challenging control situations in air traffic control, maritime vessel traffic service, and train traffic management. Data was collected collaboratively with traffic operators, focusing on (1) identifying challenging traffic situations and (2) jointly modelling the temporal decision-making patterns of these situations using simplified JCF. Post-analysis was done by breaking down the results into different processes and comparing domains to ascertain how operators maintain control. An intermediate level of activity-between general monitoring and work with specific vehicles-was identified: processes-in-focus. A shared problem arises in the shift between general monitoring and the processes-in-focus. All processes-in-focus comprise cognitive joint cycles of perceptions, decisions, and actions. However, depending on the framing of processes-in-focus, the patterns of joints, such as temporal extension and complexity, differ. In the remainder of the article, implications for the interaction design, in particular the potential for human-AI/automation teaming with higher levels of automation and cognitive autonomy, are discussed.",http://dx.doi.org/10.1007/s10111-024-00754-w,UI.UX,N,No design one,
275,"Tutorial: Human-Centered AI: Reliable, Safe and Trustworthy",Ben Shneiderman,26TH INTERNATIONAL CONFERENCE ON INTELLIGENT USER INTERFACES (IUI '21 COMPANION),2021,"This 3-hour tutorial proposes a new synthesis, in which Artificial Intelligence (AI) algorithms are combined with human-centered thinking to make Human-Centered AI (HCAI). This approach combines research on AI algorithms with user experience design methods to shape technologies that amplify, augment, empower, and enhance human performance. Researchers and developers for HCAI systems value meaningful human control, putting people first by serving human needs, values, and goals.",http://dx.doi.org/10.1145/3397482.3453994,UI.UX,N,,
279,Application of Style Transfer Algorithm in Interactive Art Design of Mobile Phone Interface,"Guo, Juan; Wang, Ling",MOBILE INFORMATION SYSTEMS,2022,"In recent years, touch-screen mobile phones have been loved by more and more users, and the word user experience has been mentioned more and more, and interface design has undoubtedly become an important method of interactive design of touch-screen mobile phones. With the progress of technology and market demand, the importance of rational design of smart phone interactive interface is particularly prominent, and user-centered experience design has been paid more and more attention. The traditional style migration is only used on computers, and its target audience is relatively small, with low efficiency and poor effect. At present, the application of interactive art design is becoming more and more homogeneous, without too much change in essential functions, and with no outstanding features in mature applications, some applications have failed to meet users' expectations in terms of functions and operation modes, resulting in polarization of application use and difficulty for new applications to survive. Mobile phone theme design, as a new field of interface interaction design, meets the personalized needs of users and attracts more and more designers' attention. With the rise of artificial intelligence technology, especially the rapid development of deep learning and convolutional neural network, a large number of advanced theories and algorithms have emerged in the field of computer vision. As an important direction of vision research, target detection and style transfer have become the research hotspot of many researchers. How to reasonably formulate the interaction mode, determine the user interface style, layout structure, and information display mode and how to organically combine the mobile phone theme interface design and user interaction experience are problems worthy of discussion and research at present. By studying the process of smart phone theme interface interaction design, sorting out the methods of mobile phone interface interaction design style, this paper deeply analyzes the popular flat and quasi-materialized style and discusses the skills of application.",http://dx.doi.org/10.1155/2022/7469090,UI.UX,N,No specific AI technique,
291,"Invisible AI-driven HCI Systems - When, Why and How","Alvarez, Alberto; Font, Jose; Pederson, Thomas; Salo, Johan; Alm, Cecilia Ovesdotter; Liapis, Antonios","11TH NORDIC CONFERENCE ON HUMAN-COMPUTER INTERACTION, NORDICHI 2020",2020,"The InvisibleAI (InvAI'20) workshop aims to systematically discuss a growing class of interactive systems that invisibly remove some decision-making tasks away from humans to machines, based on recent advances in artificial intelligence (AI), data science, and sensor or actuation technology. While the interest in the affordances as well as the risks of hidden pervasive AI are high on the agenda in public debate, discussion on the topic is needed within the human-computer interaction (HCI) community. In particular, we want to gather insights, ideas, and models for approaching the use of barely noticeable AI decision-making in systems design from a human-centered perspective, so as to make the most out of the automated systems and algorithms that support human activity both as designers and users. Concurrently, these systems should safeguard that humans remain in charge when it counts (high stakes decisions, privacy, monitoring lack of explainability and fairness, etc.). What to automate and what not to automate is often a system designer's choice [8]. By taking the established concept of explicit interaction between a system and its user as a point of departure, and inviting authors to provide examples from their own research, we aim to stimulate dynamic discussion while keeping the workshop concrete and system design-focused. The workshop especially directs itself to participants from the interaction design, AI, and HCI communities. The targeted scientific outcome of the workshop is an up-to-date ontology of invisible AI-HCI systems and hybrid human-AI collaboration mechanisms, and approaches. Additionally, we expect that the workgroups and the roundtables will provide starting points shaping continued discussions, new collaborations, and innovative scientific contributions that springboard from the workgroups' findings. The focus of the proposed workshop involves the bridging of two spaces of computational research that impact user experiences and societal domains (HCI and AI). Thus, the proposed workshop topic aligns well with the theme of this year's NordiCHI conference which is Shaping Experiences, Shaping Society.",http://dx.doi.org/10.1145/3419249.3420099,UI.UX,N,No specific AI technique,
295,Explainable AI for the Arts: XAIxArts,"Bryan-Kinns, Nick; Ford, Corey; Chamberlain, Alan; Benford, Steve; Kennedy, Helen; Li, Zijin; Qiong, Wu; Xia, Gus; Rezwana, Jeba","2023 PROCEEDINGS OF THE 15TH CONFERENCE ON CREATIVITY AND COGNITION, C&C 2023",2023,"This firstworkshop on explainable AI for the Arts (XAIxArts) brings together a community of researchers and creative practitioners in Human-Computer Interaction (HCI), Interaction Design, AI, explainable AI (XAI), and Digital Arts to explore the role of XAI for the Arts. XAI is a core concern of Human-Centred AI and relies heavily on HCI techniques to explore how complex and difficult to understand AI models such as deep learning techniques can be made more understandable to people. However, XAI research has primarily focused on work-oriented and task-oriented explanations of AI and there has been little research on XAI for creative domains such as the Arts. This workshop will: i) build an XAIxArts research community; ii) map out the current and future possible landscapes of XAIxArts; iii) critically reflect on the potential of XAI for the Arts, forming the basis for an edited book on XAIxArts and an international network of researchers.",http://dx.doi.org/10.1145/3591196.3593517,UI.UX,N,No specific AI technique,Duplicate
299,Understanding the Dynamics in Creating Domain-Specific AI Design Guidelines: A Case Study of a Leading Digital Finance Company in South Korea,"Cho, Soo Hyung; Jon, Seongick; Jin, Youngkyu; Jung, Jongwoo; Oh, Changhoon","EXTENDED ABSTRACTS OF THE 2024 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, CHI 2024",2024,"Artificial intelligence (AI) significantly impacts the user experience (UX) across a wide range of products and services. However, many practitioners find it challenging to design the UX for AI-enhanced products. Although there are human-AI interaction design guidelines available, they are often too generic to fully address domain-specific challenges in fields such as finance and healthcare. Additionally, they sometimes overlook the constraints imposed by different working environments. In this research, we conducted a case study at one of the leading financial corporations in South Korea to develop their own AI product interaction guidelines. We interviewed 13 practitioners including bank UX practitioners, design agency UX designers, and academic UX researchers who were involved in this initiative, to gather insights into their experiences with crafting these guidelines. Our findings revealed a mixed reception towards existing AI design resources among practitioners, underscoring the necessity to incorporate elements specific to banking services, such as the company's customer experience (CX) principles, overarching agent personas, multifaceted channels, and diverse interaction modalities. We also observed the importance of understanding the dynamics among various stakeholders within a company. We discuss the implications and design considerations for creating domain-specific resources specialized in AI interactions.",http://dx.doi.org/10.1145/3613905.3650759,UI.UX,N,No specific AI technique,
112,AN EEG-BASED EMOTION RECOGNITION MODEL USING AN INTERACTION DESIGN FRAMEWORK AND DEEP LEARNING,"Wang, Li; Go, Jungwook; Chen, Xiang",JOURNAL OF MECHANICS IN MEDICINE AND BIOLOGY,2024,"This research makes significant advances in the field of emotion recognition by presenting a new generative adversarial network (GAN) model that integrates deep learning with electroencephalography (EEG). To achieve more accurate data production and real data matching, the model utilizes self-attention and residual neural networks. Additionally, this process is accomplished by substituting an autoencoder for the discriminator in the GAN, and incorporating a reconstruction loss function. We include the self-attention mechanism and residual block in the building of the model to overcome the vanishing gradient problem. This allows the model to acquire information related to emotions in a more in-depth manner, which ultimately results in an improvement in the emotion detection accuracy. The DEAP and MAHNOB-HCI datasets are chosen for the experimental validation portion of this research. These datasets are subsequently compared and analyzed with traditional deep learning methods and well-known emotion identification algorithms. Based on these findings, it is evident that the model that we propose performs exceptionally well on the emotion recognition test, which offers substantial support for studies and applications in this field. In addition, within the context of emotion detection systems, this study places particular emphasis on the crucial role that interaction design frameworks play in enhancing both the user experience and the usability of the system. By pushing the emotion recognition technology boundaries, a new paradigm for the application of deep learning in EEG emotion recognition is provided with this comprehensive research contribution.",http://dx.doi.org/10.1142/S0219519424400220,"UI.UX, ENGINEERING.PRODUCT",Y,GAN for production design,
148,Evaluation of Digital Image Generation Based on Virtual Interaction Design under Blockchain Technology,"Cao, Yiwen",SYMMETRY-BASEL,2023,"With the rapid development of current technology, computer vision technology has also achieved better development, providing more possibilities for digital image generation. However, traditional digital image generation methods have high operational requirements for designers due to difficulties in collecting data sets and simulating environmental scenes, which results in poor quality, lack of diversity, and long generation speed of generated images, making it difficult to meet the current needs of image generation. In order to better solve these problems and promote the better development of digital image generation, this paper introduced a virtual interaction design under current popular blockchain technology in image generation, built a generative model through the virtual interaction design under the blockchain technology, optimized the image generation, and verified it in practice. The research results show that the digital image generation number of the method in this paper is 641. This indicates that method generates more images, has better diversity in digital image generation, and better image quality. Compared to other digital image generation methods, this method can better meet the needs of high-quality and diverse images, better adapt to the needs of different image generation, and is of great significance for promoting the better development of image generation.",http://dx.doi.org/10.3390/sym15071406,"UI.UX, ENGINEERING.PRODUCT",N,No AI technique,
192,inML Kit: empowering the prototyping of ML-enhanced products by involving designers in the ML lifecycle,"Sun, Lingyun; Zhang, Yuyang; Li, Zhuoshu; Zhou, Zihong; Zhou, Zhibin",AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,2022,"Machine learning (ML) is increasingly used to enhance intelligent products in the field of product design. However, ML has a never-ending lifecycle in which its capabilities and technical properties iteratively change as new annotated data are utilized. The never-ending lifecycle of ML (which includes data annotation, model training, and other steps) has led to challenges to the prototyping of ML-enhanced products and requires a high level of ML literacy in designers. To facilitate the prototyping of ML-enhanced products and improve the ML literacy of designers, we draw inspiration from a design method called Material Lifecycle Thinking (MLT), which regards ML as a continuously evolving design material. Based on the MLT, we proposed a cyclical prototype workflow and developed inML Kit, a toolkit enabling designers to make functional ML prototypes and improve ML literacy by involving them in the never-ending ML lifecycle. The toolkit was designed, iterated, and implemented through the participatory design process with experienced designers in this field. We evaluated inML Kit by conducting a controlled user study where our toolkit was compared with Google AIY. The evaluation results imply that our inML Kit helps designers to make functional ML prototypes while improving their ML literacy.",http://dx.doi.org/10.1017/S0890060421000391,"UI.UX, ENGINEERING.PRODUCT",N,"No specific AI technique, and it's about product management",
