Rank,Article Title,Author Full Names,Source Title,Publication Year,Abstract,DOI Link,ENGINEERING.PRODUCT/UI.UX/SERVICE,Inclusion (Y/N/Q/R) for 2nd screening,Note,Unnamed: 10
236,ChatGPT and finetuned BERT: A comparative study for developing intelligent design support systems,"Qiu, Yunjian; Jin, Yan",INTELLIGENT SYSTEMS WITH APPLICATIONS,2024,"Large Language Models (LLMs), like ChatGPT, have sparked considerable interest among researchers across diverse disciplines owing to their remarkable text processing and generation capabilities. While ChatGPT is typically employed for tasks involving general knowledge, researchers increasingly explore the potential of this LLM-based tool in specific domains to enhance productivity. This study aims to compare the performance of a finetuned BERT model with that of ChatGPT on a domain-specific dataset in the context of developing an intelligent design support system. Through experiments conducted on classification and generation tasks, the knowledge transfer and elicitation abilities of ChatGPT are examined and contrasted with those of the finetuned BERT model. The findings indicate that ChatGPT exhibits comparable performance to the finetuned BERT model in sentence-level classification tasks but struggles with short sequences. However, ChatGPT's classification performance significantly improves when a few-shot setting is applied. Moreover, it can filter out unrelated data and enhance dataset quality by assimilating the underlying domain knowledge. Regarding content generation, ChatGPT with a zero-shot setting produces informative and readable output for domain-specific questions, albeit with an excessive amount of unrelated information, which can burden readers. In conclusion, ChatGPT demonstrates a promising potential for application in facilitating data labeling, knowledge transfer, and knowledge elicitation tasks. With minimal guidance, ChatGPT can substantially enhance the efficiency of domain experts in accomplishing their objectives. The findings suggest a nuanced integration of artificial intelligence (AI) with human expertise, bridging the gap from mere classification models to sophisticated human-analogous text generation systems. This signals a future in AI-augmented engineering design where the robust capabilities of AI technologies integrate with human creativity and innovation, creating a dynamic interactions to redefine how we tackle design challenges.",http://dx.doi.org/10.1016/j.iswa.2023.200308,ENGINEERING.PRODUCT,Y,,
239,The Generative Generic-Field Design Method Based on Design Cognition and Knowledge Reasoning,"Mo, Zhenchong; Gong, Lin; Zhu, Mingren; Lan, Junde",SUSTAINABILITY,2024,"Large language model (LLM) and Crowd Intelligent Innovation (CII) are reshaping the field of engineering design and becoming a new design context. Generative generic-field design can solve more general design problems innovatively by integrating multi-domain design knowledge. However, there is a lack of knowledge representation and design process model in line with the design cognition of the new context. It is urgent to develop generative generic-field design methods to improve the feasibility, innovation, and empathy of design results. This study proposes a method based on design cognition and knowledge reasoning. Firstly, through the problem formulation, a generative universal domain design framework and knowledge base are constructed. Secondly, the knowledge-based discrete physical structure set generation method and system architecture generation method are proposed. Finally, the application tool Intelligent Design Assistant (IDA) is developed, verified, and discussed through an engineering design case. According to the design results and discussion, the design scheme is feasible and reflects empathy for the fuzzy original design requirements. Therefore, the method proposed in this paper is an effective technical scheme of generative generic-field engineering design in line with the design cognition in the new context.",http://dx.doi.org/10.3390/su16229841,ENGINEERING.PRODUCT,Y,LLM for engineering design,"In the field of engineering design, generative design based on LLM still has two shortcomings: the design results are considered to lack feasibility, and the output of the model lacks empathy with the designer and design context."
240,A case-based knowledge graph with reinforcement learning for intelligent design approach of complex product,"Huang, Yu; Wang, Guoxin; Wang, Ru; Peng, Tao; Li, Haokun; Yan, Yan",JOURNAL OF ENGINEERING DESIGN,2024,"Amidst the challenge of striving for rapid production and cost reduction, enterprises exhibit a growing demand for inventive, efficient, and high-caliber solutions in product design. The design field has followed the integration of Knowledge Graph and Artificial Intelligence technologies, and attempts have been made to address the demands of rapidity and intelligence. However, effectively leveraging knowledge to achieve rapid product generation remains a challenge. Thus, this paper proposes a case-based knowledge graph with reinforcement learning for the intelligent design approach of complex products, intending to tackle the difficulty of efficiently representing case knowledge of complex products and identifying key modification points in case reconstruction. Knowledge graph technology integrates and defines the features and component data from historical cases intuitively and structuredly. Similarity calculation is employed to facilitate case retrieval and the acquisition of configurable components. Combining the component relationships of the case graphs provides reward values for further adopted reinforcement learning, thereby aiding designers in identifying critical components to reconstruct the case further and achieving a balance between configuration efficiency and product quality. Finally, radar design is utilised as an exemplar to validate the efficacy of the proposed method.",http://dx.doi.org/10.1080/09544828.2024.2355756,ENGINEERING.PRODUCT,Y,a case-based knowledge graph with reinforcement learning for the intelligent design approach,
246,Research on design forms based on artificial intelligence collaboration model,"Zhang, Zipeng; Yin, Hu",COGENT ENGINEERING,2024,"With the advent of the era of great intersection and integration, the development of generative artificial intelligence has caused the renewal of design methods, promoting a new paradigm of research in design fundamentals. The study seeks to investigate the research method of design form in the collaborative mode of artificial intelligence, to provide new ideas for design to conduct interdisciplinary research, and to promote design innovation under AI collaboration. This research begins with the design morphology theory, integrates interdisciplinary theories such as bionic design, and topology research, and collaborates with AIGC tools such as Midjourney, Stable Diffusion, and Chilloutmix to conduct case-specific research. To improve the accuracy of the morphological study, parametric design, bi-directional progressive topology optimization, genetic algorithm and simulation analysis, and other methods were also used in the research process to carry out a comprehensive design experiment exploration. This study also summarizes the AIGC prompt formula for the industrial design field and proposes an innovative seven-step design form research method with shape finding and shape making. This study also summarizes the AIGC prompt formula for the industrial design field and proposes an innovative seven-step design form research method with shape finding and shape making. Simultaneously, the pearl shell design morphology research is conducted in collaboration with AI technology, the full case design of the autonomous underwater vehicle is completed, and the efficacy of the seven-step design morphology research method is validated through fluid simulation. AI synergy provides new ideas for complex morphology research, extends and complements design, and plays a crucial role in the phases of morphology exploration, concept generation, and solution implementation, thereby assisting in the exploration of the central content of design morphology.",http://dx.doi.org/10.1080/23311916.2024.2364051,ENGINEERING.PRODUCT,Y,Large genAI for shape defining and making,
250,A Generative Deep Learning Approach for Improving the Mechanical Performance of Structural Components,"Yuksel, Nurullah; Borklu, Huseyin Riza",APPLIED SCIENCES-BASEL,2024,"This study aimed to improve the mechanical properties of 3D concept designs by combining the design capability of a generative adversarial network with finite element analysis. This approach offers an innovative perspective on the conditioning of generative models while improving design properties and automation. A new design and evaluation framework has been developed for GAN models to generate 3D models with improved mechanical properties. The framework is an iterative process that includes dataset generation, GAN training, and finite element analysis. A joint component used in the aerospace industry is considered to demonstrate the proposed method's effectiveness. Over six iterations, an increase of 20% is recorded in the average safety factor of the designs, and the variety of designs produced is narrowed in the desired direction. These findings suggest that the direct generation of structural components with generative models can expand the potential of deep learning in engineering design. Another innovative aspect of this study is that it provides a new option for the conditioning of data-dependent generative design models.",http://dx.doi.org/10.3390/app14093564,ENGINEERING.PRODUCT,Y,"""Using GAN to improve the mechanical properties of 3D models""",
251,Combining style generative adversarial networks with particle swarm optimisation-support vector regression to design affective social robot for public health intervention,"Ren, Xipei; Wang, Nanyi; Pan, Jingru; Bu, Lingguo",JOURNAL OF ENGINEERING DESIGN,2025,"In order to improve the attractiveness of social robot serving health interventions in public workspace, we propose a product design method with the combination of Style-generative adversarial network (StyleGAN) model and particle swarm optimisation-support vector regression (PSO-SVR). This paper aims to explore the modelling generation method of social robots for health intervention based on artificial intelligence generated content (AIGC) and a mapping model between the shape characteristics and users' visual perception based on Kansei Engineering (KE). Firstly, to address the defects of typical KE over-reliance on existing samples, we introduce the StyleGAN model in AIGC to learn and train existing robots' shape samples and generate new robots' shape sample images. Secondly, the morphological deconstruction method is used to deconstruct the shape features of the new robot sample. Factor analysis (FA) is also used to reduce dimension and cluster emotional words and establish a Likert scale between the shape features of robots and users' emotional vocabulary. Finally, particle swarm optimisation-support vector regression (PSO-SVR) is used to establish a mapping model between the shape features of social robots and the emotional images of users, thus obtaining the most attractive shape combination scheme. The research results showed that the StyleGAN model in AIGC can be used to assist industrial designers in creative expression and provide rich sample sources for KE; and the PSO-SVR of machine learning can be used to build a mapping model among users' visual feelings, emotional images and shape features. In the end, we designed an attractive social robot for public health intervention.",http://dx.doi.org/10.1080/09544828.2024.2415830,ENGINEERING.PRODUCT,Y,Style GAN for robot modeling,
268,"Intelligent RFQ Summarization Using Natural Language Processing, Text Mining, and Machine Learning Techniques","Trappey, Amy J. C.; Chang, Ai-Che; Trappey, Charles V.; Chien, Jack Y. C. Chang",JOURNAL OF GLOBAL INFORMATION MANAGEMENT,2022,"Request for quotation (RFQ) is a lengthy document soliciting vendor products and services according to rigid specifications. This research develops an integrated natural language processing (NLP), text mining, and machine learning approach for intelligent RFQ summarization. Over 1,300 power transformer RFQ requests are used to build a word-embedding model for training and testing. Domain keywords are extracted using N-gram TF-IDF. The method automatically extracts essential specifications such as voltage, capacity, and impedance from RFQs using text analytics. The K-means algorithm groups the sentences of each specification. The TextRank algorithm identifies important sentences of all specifications to generate RFQ summaries. The summarization system helps engineers shorten the time to identify all specifications and reduces the risk of missing important requirements during manual RFQ reading. The system helps improve the complex product design for manufacturers and improve the cost estimation and competitiveness of quotations in a highly competitive marketplace.",http://dx.doi.org/10.4018/JGIM.309082,ENGINEERING.PRODUCT,Y,"NLP, text mining, ML to identify all specifications and reduces the risk of missing important requirements",
269,TEACHING AI TO DESIGN FROM HUMANS: A COMPARISON OF BEHAVIORAL CLONING ARCHITECTURES,"Boozarjomehry, Ghazal Bozorgmehry; Thekinen, Joseph","PROCEEDINGS OF ASME 2023 INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, IDETC-CIE2023, VOL 3B",2023,"Reinforcement Learning (RL) has created agents with superhuman performance in robotics and gaming. A central issue in using RL methods to automate engineering design is the inability to generalize and slow training. Even the most advanced curiosity-based RL algorithms require exploring millions of design states, which is infeasible with expensive physics models. Data from a human-subject design study shows that even novice human designers can solve design tasks in a few hundred actions. Behavioral cloning allows RL agents to imitate the policies of a human designer from their decision data. We evaluate the performance of a behavioral cloning agent trained on human design decision data collected in a controlled experiment. We compare three popular sequence learning architectures for behavioral cloning. Subsequently, we evaluate an AI design agent trained through behavioral cloning on human design decision data to automatically design an electric aircraft, starting from a baseline design. The results demonstrate that behavioral cloning effectively transfers human strategies to AI design agents with high sample efficiency.",https://doi.org/10.1115/DETC2023-115280,ENGINEERING.PRODUCT,Y,"behavioral cloning agent trained on human design decision data, RL",
281,Plan-Based Derivation of General Functional Structures in Product Design,"Rosenthal, Philipp; Demke, Niels; Mantwill, Frank; Niggemann, Oliver","2024 IEEE 7TH INTERNATIONAL CONFERENCE ON INDUSTRIAL CYBER-PHYSICAL SYSTEMS, ICPS 2024",2024,"In product design, a decomposition of the overall product function into a set of smaller, interacting functions is usually considered a crucial first step for any computer-supported design tool. Here, we propose a new approach for the decomposition of functions especially suited for later solutions based on Artificial Intelligence. The presented approach defines the decomposition problem in terms of a planning problem-a well established field in Artificial Intelligence. For the planning problem, logic-based solvers can be used to find solutions that compute a useful function structure for the design process. Well-known function libraries from engineering are used as atomic planning steps. The algorithms are evaluated using two different application examples to ensure the transferability of a general function decomposition.",http://dx.doi.org/10.1109/ICPS59941.2024.10640039,ENGINEERING.PRODUCT,Y,Decomposition of functions (Not quite sure what AI used),
284,Machine learning for topology optimization: Physics-based learning through an independent training strategy,"V. Senhora, Fernando; Chi, Heng; Zhang, Yuyu; Mirabella, Lucia; Tang, Tsz Ling Elaine; Paulino, Glaucio H.",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,2022,"The high computational cost of topology optimization has prevented its widespread use as a generative design tool. To reduce this computational cost, we propose an artificial intelligence approach to drastically accelerate topology optimization without sacrificing its accuracy. The resulting AI-driven topology optimization can fully capture the underlying physics of the problem. As a result, the machine learning model, which consists of a convolutional neural network with residual links, is able to generalize what it learned from the training set to solve a wide variety of problems with different geometries, boundary conditions, mesh sizes, volume fractions and filter radius. We train the machine learning model separately from the topology optimization, which allows us to achieve a considerable speedup (up to 30 times faster than traditional topology optimization). Through several design examples, we demonstrate that the proposed AI-driven topology optimization framework is effective, scalable and efficient. The speedup enabled by the framework makes topology optimization a more attractive tool for engineers in search of lighter and stronger structures, with the potential to revolutionize the engineering design process. Although this work focuses on compliance minimization problems, the proposed framework can be generalized to other objective functions, constraints and physics.(c) 2022 Published by Elsevier B.V.",http://dx.doi.org/10.1016/j.cma.2022.115116,ENGINEERING.PRODUCT,Y,DNN for topology optimisation,
289,Decision-Making with Probabilistic Reasoning in Engineering Design,"Plappert, Stefan; Gembarski, Paul Christoph; Lachmayer, Roland",FOUNDATIONS OF INTELLIGENT SYSTEMS (ISMIS 2020),2020,"The goal of decision making is to select the most suitable option from a number of possible alternatives. Which is easy, if all possible alternatives are known and evaluated. This case is rarely encountered in practice; especially in product development, decisions often have to be made under uncertainty. As uncertainty cannot be avoided or eliminated, actions have to be taken to deal with it. In this paper a tool from the field of artificial intelligence, decision networks, is used. Decision networks utilize probabilistic reasoning to model uncertainties with probabilities. If the influence of uncertainty cannot be avoided, a variation of the product is necessary so that it adjusts optimally to the changed situation. In contrast, robust products are insensitive to the influence of uncertainties. An application example from the engineering design has shown, that a conclusion about the robustness of a product for possible scenarios can be made by the usage of the decision network. It turned out that decision networks can support the designer well in making decisions under uncertainty.",http://dx.doi.org/10.1007/978-3-030-59491-6_6,ENGINEERING.PRODUCT,Y,Decision making,
290,Deep learning-based surrogate modeling via physics-informed artificial image (PiAI) for strongly coupled multidisciplinary engineering systems,"Hwang, Sungkun; Choi, Seung-Kyum",KNOWLEDGE-BASED SYSTEMS,2021,"The design of strongly coupled multidisciplinary engineering systems is challenging since it is characterized by the complex interaction of different disciplines. Such complexity cannot be easily captured by explicit analytical solutions, which motivates the development of a surrogate model. Deep learning (DL) has gained considerable interest among existing surrogate modeling techniques because of the flexible non-linear formulation, comparability to data format diversity, and applicability to data driven analysis. Notably, a convolution neural network (CNN) has been employed in multifold research to ameliorate the prediction accuracy of the surrogate model once images representing physical phenomena are utilized. Nevertheless, it is still questionable to guarantee the feasibility of the CNN based surrogate model in the multi-physics domain due to (1) unreliable correlation representation between multi-domain design parameters and the coupled responses and (2) massive training costs. To address those issues, therefore, this research proposes a framework of CNN-based deep surrogate model (DSM), developing a novel input structure called physics-informed artificial image (PiAI). PiAI incubates (1) geometry-informed CAD representing physical uncertainties of engineering systems, (2) location-clarified filter improving CNN training accuracy, and (3) simulation conditions essentially required in the multi-physics analysis, which reinforces the prediction credibility. Moreover, in lieu of employing multi-modalities or multiple image channels, the proposed method applies unimodal-based single image inputs to escalate computational efficiency. The proposed framework's efficacy and applicability are addressed in practical engineering design applications: a cantilever beam and a stretchable strain sensor. (C) 2021 Elsevier B.V. All rights reserved.",http://dx.doi.org/10.1016/j.knosys.2021.107446,ENGINEERING.PRODUCT,Y,""" CNNs-based DSM to formulate and predict strongly coupled multidisciplinary systems’ behavior.""",
293,SplineLearner: Generative learning system of design constraints for models represented using B-spline surfaces,"Tasmektepligil, A. Alper; Gunpinar, Erkan",ADVANCED ENGINEERING INFORMATICS,2022,"Product design involves a computer-aided design (CAD) model with its design (dimensional) parameters. A generative design (GD) system can then be utilized to generate new designs by modifying these parameters. There is a need for a GD system to determine the visual validity of a design that is obtained after parametric modification. In this context, this paper introduces an approach to learn visual (i.e., design) constraints of a CAD model (represented using B-spline surfaces) by means of user feedbacks. A deformation technique (utilizing modification and limit curves) for B-spline surfaces is first introduced, which involves a few design (deformation) parameters. Via a generative learning process, the proposed system, SplineLearner, generates random designs, which are shown to user(s) for visual validity classifications. In a machine learning step, a mathematical model is computed that can perform prediction for a design to be valid or not. The mathematical model is also integrated into SplineLearner (after some user interactions) to prevent imbalances between the numbers of valid and invalid designs. As a proof of concept, B-spline surface models of a car body parts (hood, roof, side and trunk) are utilized, and two user studies are conducted to demonstrate the efficacy of the proposed method.",http://dx.doi.org/10.1016/j.aei.2021.101478,ENGINEERING.PRODUCT,Y,Generative learning (ML) to predict a validity of design,
195,Integrating and navigating engineering design decision-related knowledge using decision knowledge graph,"Hao, Jia; Zhao, Lei; Milisavljevic-Syed, Jelena; Ming, Zhenjun",ADVANCED ENGINEERING INFORMATICS,2021,"Designers are usually facing a problem of finding information from a huge amount of unstructured textual documents in order to prepare for a decision to be made. The major challenge is that knowledge embedded in the textual documents are difficult to search at a semantic level and therefore not ready to support decisions in a timely manner. To address this challenge, in this paper we propose a knowledge-graph-based method for integrating and navigating decision-related knowledge in engineering design. The presented method is based on a meta-model of decision knowledge graph (mDKG) that is grounded in the compromise Decision Support Problem (cDSP) construct which is used by designers as a means to formulate design decisions linguistically and mathematically. Based on the mDKG, we propose a procedure for automatically converting word-based cDSPs to knowledge graph through natural language processing, and a procedure for rapidly and accurately navigating decision-related knowledge through divergence and convergence processes. The knowledge-graph-based method is verified using the textual data from the supply chain design domain. Results show that our method has better performance than the conventional keyword-based searching method in terms of both effectiveness and efficiency in finding the target knowledge.",http://dx.doi.org/10.1016/j.aei.2021.101366,ENGINEERING.PRODUCT? SERVICE?,Y,knowledge-graph-based method for integrating and navigating decision-related knowledge,
57,The form of AI-driven luxury: how generative AI (GAI) and Large Language Models (LLMs) are transforming the creative process,"Pantano, Eleonora; Serravalle, Francesca; Priporas, Constantinos-Vasilios",JOURNAL OF MARKETING MANAGEMENT,2024,"This paper aims to provide a comprehensive understanding of the extent to which generative AI (GAI) tools and Large Language Models (LLMs) can design new creative and meaningful products in the luxury industry. To this end, the research involves three qualitative studies to understand the cognitive and emotional response towards the creative outcome. Results reveal that consumers perceived that the GAI-designed luxury products reflect and reinforce the essence and symbolic values of the brands, and that their perception is influenced by knowledge of GAI authorship of the product. Finally, our findings open new possible scenarios based on the high/low GAI creativity employment for product design vs. high/low quality of manufacturing and materials on product/brand essence (namely product/brand essence matrix).",http://dx.doi.org/10.1080/0267257X.2024.2436096,ENGINEERING.PRODUCT,Y,GAI and LLM generation to design creative and meaningful design,
415,Configuration-Based Smart Customization Service: A Multitask Learning Approach,"Wang, Yue; Li, Xiang; Tsung, Fugee",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,2020,"Smart customization service is an important element for smart manufacturing. The success of smart customization requires that designers, manufacturers, and customers with differences in context, semantics, and other cognitive aspects be engaged in a collaborative process. With product configurators reported to have positive impacts on product quality to meet customers' needs, this article attempts to explore an approach for smart customization service based on configurators. To better address the semantic gap between customers and designers/manufacturers, a new configuration mechanism is proposed that takes into consideration customer needs using natural language as the input and maps them to product specifications in the design stage. We collected a massive amount of review text from e-commerce websites and used ELMo, a contextualized word representation based on a deep bidirectional language model, to encode the text. A multitask learning-based neural network was adopted to build the mapping from layman customer needs to product specifications. Our experiments show that this approach can achieve a promising performance for the configuration task and, thereby, facilitate smart customization services. Note to Practitioners-Smart customization has been adopted by various industries to tailor companies' business streams and customize solutions for customers. It is a complicated service process involving cross-functional teams for identifying customer needs and establishing product design and manufacturing specifications. However, communication in the collaborative process may be challenging. Customers may express their needs using layman's terms. The expressed needs can even be ambiguous and imprecise. Miscommunication hinders the efficiency of smart customization services. This article uses natural language processing and machine learning techniques to map product review text, which is crawled from e-commerce websites to the corresponding product specifications. Given a new customer's needs in free-form text, the mapping can automatically identify the satisfactory product configurations. This has the potential to improve the efficiency of product customization and shield customers and companies from the back-and-forth communication procedure in the customization service.",http://dx.doi.org/10.1109/TASE.2020.2986774,SERVICE,Y,ELMo to analyse customer reviews and identify their needs,
552,Exploring the Potential of Chatbots in Extending Tourists' Sustainable Travel Practices,"Majid, Gilang Maulana; Tussyadiah, Iis; Kim, Yoo Ri",JOURNAL OF TRAVEL RESEARCH,2024,"Recent advancement in Generative Conversational Artificial Intelligence (AI) has opened the possibility of promoting chatbots for nudging. Tourists returning home from destinations that enforce sustainable transport regulations might be nudged to continue traveling sustainably. Through exploratory qualitative research, this study conceptualizes a chatbot to facilitate pro-environmental behavior spillover among domestic tourists in the Gili Islands, Indonesia. The Service Design approach and Grounded Theory were applied throughout the data collection process involving semi-structured in-depth interviews, focus group discussions and field observations. Insights obtained from stakeholders from multidisciplinary backgrounds were used to provide an overview of how the chatbot can be developed and the potential impact it could bring. A theoretical model predicting factors that play important roles in adopting the proposed chatbot and its respective nudges was developed. It informs policymakers and practitioners about the potential use of AI to help transform tourist experiences and shape lasting responsible behaviors.",http://dx.doi.org/10.1177/00472875241247316,SERVICE,Y,Service design of tourism with generative conversational AI,
655,Digital servitization of symbiotic service composition in product-service systems,"Chuang, Yen-Ching; Chen, Yee Ming",COMPUTERS IN INDUSTRY,2022,"Product service systems (PSSs) are accelerating the shift in value in the creation of cloud manufacturing (CMfg), from product design and production to providing solutions that integrate products and services. Cyber-physical systems (CPSs) are taking center stage in CMfg, thereby integrating cyberspace and dynamic manufacturing physical spaces. Selecting the best combination of services to fulfil customer requirements is the most important issue in the CMfg platform. To address this issue, symbiotic simulations have been proposed to bridge the gap between cyberspace and the physical space. Cyberspace works by establishing a symbiotic relationship between users in physical space and information resources (e.g., computational algorithms and data) in cyberspace. In this study, we propose symbiotic simulations to perform efficient service combinations in CMfg, adopting computational algorithms ranging from operations research (OR) to machine learning (ML). This can overcome the inherent heterogeneity and complexity of these services in terms of functionality, quality, and execution paths. Several test cases were conducted to validate the performance of the multiagent-based symbiotic simulation platform, and the results of the symbiotic simulations demonstrate the performance of the approach in terms of reduced combined resources and wait times.(c) 2022 Published by Elsevier B.V.",http://dx.doi.org/10.1016/j.compind.2022.103630,SERVICE,Y,"Product service design with OR, ML, agent systems",
721,Collaborative Decision-Making Assistant for Healthcare Professionals: A Human-Centered AI Prototype Powered by Azure Open AI,"Fukizi, Kenneth Yamikani","PROCEEDINGS OF THE ACM SIGCAS/SIGCHI CONFERENCE ON COMPUTING AND SUSTAINABLE SOCIETIES 2023,COMPASS 2023",2023,"This paper presents a demonstration of a collaborative decision-making assistant designed to support healthcare professionals in making informed and personalized treatment decisions for their patients. The prototype highlights the integration of advanced AI algorithms, explainable AI techniques, and the utilization of mainly Microsoft related technology stacks, including ASP.Net Core and Azure Open AI services. The significance of this prototype lies in its contribution to the field of human-computer interaction, design and critical perspectives, specifically within the sub-domain of Human-centered AI. The prototype demonstration highlights innovation in the design, usage, sociotechnical context, and application of the prototype, and emphasizes commitment to ethical AI practices and responsible AI development, with considerations for fairness, transparency, and mitigating bias in AI algorithms, promoting the ethical use of AI in healthcare.",http://dx.doi.org/10.1145/3588001.3609370,SERVICE,Y,HCI design for doctor and computer with XAI,
9,Classifying design-level requirements using machine learning for a recommender of interaction design patterns,"Silva-Rodriguez, Viridiana; Edith Nava-Munoz, Sandra; Castro, Luis A.; Martinez-Perez, Francisco E.; Perez-Gonzalez, Hector G.; Torres-Reyes, Francisco",IET SOFTWARE,2020,"Software Engineering is a discipline that encompasses processes associated with the development of interactive systems. The perceived quality of an interactive system is heavily influenced by the user interface design, which may result in many challenges. One such challenge is design-level requirements analysis. The success of the software system is mostly dependent on how well users' requirements have been understood and translated into appropriate functionalities. During the interactive system design process, it is common to find recurring problems in human-computer interactions, for which reusing solutions is highly feasible. Interaction design patterns seek to support designers in decision making during the design of interactive systems. Due to the design task tends to be subjective and prone to errors. This work aims at presenting and evaluating an interaction design patterns recommendation model based on design-level requirements classification, through the application of supervised machine learning algorithms. To compare the performance of four classification algorithms, a study was carried out, in which the linear support vector machine was the most suitable to this problem. The results of this work can be used for implementing frameworks that can better support designers' decision making when designing user interfaces.",http://dx.doi.org/10.1049/iet-sen.2019.0291,UI.UX,Y,Interaction design with SVM,
15,Impaction of Artificial Intelligence on Interaction Design,"Du, Jiamei",2021 2ND INTERNATIONAL CONFERENCE ON COMPUTER ENGINEERING AND INTELLIGENT CONTROL (ICCEIC 2021),2021,"In recent years, artificial intelligence (AI) technology has made rapid development. Speech recognition, face recognition, natural language processing, limb recognition and other technologies are becoming more and more mature. The development of human technology has constantly changed the interaction mode between people and computers. For example, the maturity of touch screen technology has brought the popularity of tablet computers. The theme of this study is to investigate the impact of artificial intelligence (AI) technology on interaction design and how to use the interaction mode of AI technology to improve user experience. The research method of this paper is through the investigation of literature and face recognition experiments. The research results show that AI technology has a great impact on interaction design, Chat robot and speech recognition have been applied in many interaction designs. The recognition of facial expressions and human body movements can recognize more detailed feature information (such as expression, mental state, skin state, etc.), open more interaction space and provide users with better user experience.",http://dx.doi.org/10.1109/ICCEIC54227.2021.00044,UI.UX,Y,Interaciton design with image recognition,
33,PIKAR: A Pixel-Level Image Kansei Analysis and Recognition System Based on Deep Learning for User-Centered Product Design,"Gong, Yun; Wang, Bingcheng; Rau, Pei-Luen Patrick","CROSS-CULTURAL DESIGN-USER EXPERIENCE OF PRODUCTS, SERVICES, AND INTELLIGENT ENVIRONMENTS, CCD 2020, PT I",2020,"Can machines learn to perceive products like humans? Kansei Engineering has been developed to connect product design and human perception. While conventional Kansei Engineering Systems exhibit a high dependency on manual extraction of design elements and thereby are restricted to validity issues, we present a Pixel-level Image Kansei Analysis and Recognition (PIKAR) system that applies deep learning to extract and analyze the formation of human perception towards product designs automatically. Method validation is performed based on the evaluation of cosmetic packaging's kawaii. Two neural nets trained on 1,414 images, labeled by eight participants based on their perception of kawaii (1-5 Likert Scale), have achieved a better prediction than test persons. The implemented neuron analysis methodology for Kansei analysis points towards consistency with previous experimental kawaii studies and gives insight to individual differences. This work addresses the possibility of applying deep learning to support product design and user experience researches.",http://dx.doi.org/10.1007/978-3-030-49788-0_5,UI.UX,Y,product design with image recognition (dnn),
56,User Experience Design Professionals' Perceptions of Generative Artificial Intelligence,"Li, Jie; Cao, Hancheng; Lin, Laura; Hou, Youyang; Zhu, Ruihao; El Ali, Abdallah","PROCEEDINGS OF THE 2024 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYTEMS, CHI 2024",2024,"Among creative professionals, Generative Artificial Intelligence (GenAI) has sparked excitement over its capabilities and fear over unanticipated consequences. How does GenAI impact User Experience Design (UXD) practice, and are fears warranted? We interviewed 20 UX Designers, with diverse experience and across companies (startups to large enterprises). We probed them to characterize their practices, and sample their attitudes, concerns, and expectations. We found that experienced designers are confident in their originality, creativity, and empathic skills, and find GenAI's role as assistive. They emphasized the unique human factors of enjoyment and agency, where humans remain the arbiters of AI alignment. However, skill degradation, job replacement, and creativity exhaustion can adversely impact junior designers. We discuss implications for human-GenAI collaboration, specifically copyright and ownership, human creativity and agency, and AI literacy and access. Through the lens of responsible and participatory AI, we contribute a deeper understanding of GenAI fears and opportunities for UXD.",http://dx.doi.org/10.1145/3613904.3642114,UI.UX,Y,UX design with GenAI,
64,A Novel User Emotional Interaction Design Model Using Long and Short-Term Memory Networks and Deep Learning,"Chen, Xiang; Huang, Rubing; Li, Xin; Xiao, Lei; Zhou, Ming; Zhang, Linghao",FRONTIERS IN PSYCHOLOGY,2021,"Emotional design is an important development trend of interaction design. Emotional design in products plays a key role in enhancing user experience and inducing user emotional resonance. In recent years, based on the user's emotional experience, the design concept of strengthening product emotional design has become a new direction for most designers to improve their design thinking. In the emotional interaction design, the machine needs to capture the user's key information in real time, recognize the user's emotional state, and use a variety of clues to finally determine the appropriate user model. Based on this background, this research uses a deep learning mechanism for more accurate and effective emotion recognition, thereby optimizing the design of the interactive system and improving the user experience. First of all, this research discusses how to use user characteristics such as speech, facial expression, video, heartbeat, etc., to make machines more accurately recognize human emotions. Through the analysis of various characteristics, the speech is selected as the experimental material. Second, a speech-based emotion recognition method is proposed. The mel-Frequency cepstral coefficient (MFCC) of the speech signal is used as the input of the improved long and short-term memory network (ILSTM). To ensure the integrity of the information and the accuracy of the output at the next moment, ILSTM makes peephole connections in the forget gate and input gate of LSTM, and adds the unit state as input data to the threshold layer. The emotional features obtained by ILSTM are input into the attention layer, and the self-attention mechanism is used to calculate the weight of each frame of speech signal. The speech features with higher weights are used to distinguish different emotions and complete the emotion recognition of the speech signal. Experiments on the EMO-DB and CASIA datasets verify the effectiveness of the model for emotion recognition. Finally, the feasibility of emotional interaction system design is discussed.",http://dx.doi.org/10.3389/fpsyg.2021.674853,UI.UX,Y,LSTM for interactive design,
