Index,Article_Title,Category,Reference_Text_Preview,Found,Page_Numbers,Match_Confidence,Verification_Method,Issue_Type,Full_Reference_Text,Notes,Timestamp
150,Configuration-Based Smart Customization Service: A Multitask Learning Approach,Design Discipline,Smart customization service is an important element for smart manufacturing. Product configurator en...,Y,CANDIDATES,98,EXACT,NONE,"Smart customization service is an important element for smart manufacturing. Product configurator enables matches between each customer's specific needs and the product solution delivered by the company to meet those needs. Smart services are platform-centered value-creation systems based on intelligent products and data-driven services, which offer individual solutions in order to address specific customer needs. Configuration systems have been widely and effectively used in the automobile, machinery, aerospace, and consumer electronics industries.",,2025-11-28T16:12:52.448736
150,Configuration-Based Smart Customization Service: A Multitask Learning Approach,Data Modality,"We collected a massive amount of review text from e-commerce websites and used ELMo, a contextualize...",Y,CANDIDATES,100,EXACT,NONE,"We collected a massive amount of review text from e-commerce websites and used ELMo, a contextualized word representation based on a deep bidirectional language model, to encode the text. We crawled the review text for a laptop from amazon.com and used it as training data to build the multitask learning model. We collected the reviews of 91 laptop models introduced from January 2017 to June 2018. There were 5526 reviews in total.",,2025-11-28T16:12:52.631235
150,Configuration-Based Smart Customization Service: A Multitask Learning Approach,Design Practice/Task,This article attempts to explore an approach for smart customization service based on configurators....,Y,CANDIDATES,95,PARAPHRASE,NONE,"This article attempts to explore an approach for smart customization service based on configurators. To better address the semantic gap between customers and designers/manufacturers, a new configuration mechanism is proposed that takes into consideration customer needs using natural language as the input and maps them to product specifications in the design stage.",,2025-11-28T16:12:54.812785
150,Configuration-Based Smart Customization Service: A Multitask Learning Approach,"AI Assistance Types (Lee and Kim, 2025)","To better address the semantic gap between customers and designers/manufacturers, a new configuratio...",Y,CANDIDATES,98,EXACT,NONE,"To better address the semantic gap between customers and designers/manufacturers, a new configuration mechanism is proposed that takes into consideration customer needs using natural language as the input and maps them to product specifications in the design stage. A multitask learning-based neural network was adopted to build the mapping from layman customer needs to product specifications. The output of the needs-based configurator is a set of technical specifications for laptop choices, which are presented based on the probability of relevance calculated by the softmax layer in the neural network.",,2025-11-28T16:12:55.803305
150,Configuration-Based Smart Customization Service: A Multitask Learning Approach,Data About,"We collected a massive amount of review text from e-commerce websites and used ELMo, a contextualize...",Y,CANDIDATES,85,EXACT,PARAPHRASE,"We collected a massive amount of review text from e-commerce websites and used ELMo, a contextualized word representation based on a deep bidirectional language model, to encode the text. We crawled the review text for a laptop from amazon.com and used it as training data to build the multitask learning model. We collected the reviews of 91laptopmodelsintroducedfromJanuary2017toJune2018. We crawled the productreview text from amazon.com. There were 5526 reviews in total. Each review text is associated with a label vector, i.e., the corresponding product's technical specifications. We considered five major technical specifications for the laptop, i.e.,processor,RAM,disk,monitor,andgraphicscard",,2025-11-28T16:12:58.682282
150,Configuration-Based Smart Customization Service: A Multitask Learning Approach,Design Phase,A multitask learning-based neural network was adopted to build the mapping from layman customer need...,Y,CANDIDATES,95,EXACT,NONE,"A multitask learning-based neural network was adopted to build the mapping from layman customer needs to product specifications. Our experiments show that this approach can achieve a promising performance for the configuration task and, thereby, facilitate smart customization services.",,2025-11-28T16:12:59.098095
150,Configuration-Based Smart Customization Service: A Multitask Learning Approach,AI methods,"We collected a massive amount of review text from e-commerce websites and used ELMo, a contextualize...",Y,CANDIDATES,100,EXACT,NONE,"We collected a massive amount of review text from e-commerce websites and used ELMo, a contextualized word representation based on a deep bidirectional language model, to encode the text. A multitask learning-based neural network was adopted to build the mapping from layman customer needs to product specifications. In ELMo, the language models are computed using an L-layer bidirectional long short-term memory (BiLSTM) recurrent neural network (RNN)",,2025-11-28T16:12:59.252783
79,Symbol Detection in Mechanical Engineering Sketches: Experimental Study on Principle Sketches with Synthetic Data Generation and Deep Learning,Design Phase,"Manxin Chen:
The application supports the formalization and analysis of principle sketches, aiding i...",N,CANDIDATES,25,NONE,PARAPHRASE,"Manxin Chen:
The application supports the formalization and analysis of principle sketches, aiding in the detailed refinement and verification of the technical solution.",,2025-11-28T16:12:59.476363
78,"Designing a Haptic Boot for Space With Prompt Engineering: Process, Insights, and Implications",Design Phase,"Manxin Chen:
The work focuses on the conceptualization and early definition of a novel product (Hapt...",Y,CANDIDATES,85,PARAPHRASE,NONE,"Manxin Chen:
The work focuses on the conceptualization and early definition of a novel product (Haptic Boot) through AI interaction.",,2025-11-28T16:13:01.884362
13,Analysis of Cleaner Production Performance in Manufacturing Companies Employing Artificial Neural Networks,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
This model can be adapted to an in loco measurement system of production processes and ...",Y,CANDIDATES,100,EXACT,NONE,"Manxin Chen:
This model can be adapted to an in loco measurement system of production processes and performance measurement metrics.",,2025-11-28T16:13:10.084615
13,Analysis of Cleaner Production Performance in Manufacturing Companies Employing Artificial Neural Networks,Design Practice/Task,"Manxin Chen:
Regarding the environmental performance of production processes, that is, CP, an extens...",Y,CANDIDATES,100,EXACT,NONE,"Manxin Chen:
Regarding the environmental performance of production processes, that is, CP, an extensive literature review revealed that machine learning has not been applied for the optimization or identification of the most relevant practices that contribute to each specific performance.",,2025-11-28T16:13:11.446344
170,APPLICATION OF AR VIRTUAL IMPLANTATION TECHNOLOGY BASED ON DEEP LEARNING AND EMOTIONAL TECHNOLOGY IN THE CREATION OF INTERACTIVE PICTURE BOOKS,Design Phase,"In this paper, based on the three-level theoretical model of emotion, the emotion labeling results a...",Y,LOCAL,80,PARTIAL,NONE,"In this paper, based on the three-level theoretical model of emotion, the emotion labeling results are input to a deep neural network for learning, to establish an emotion-based recognition model for picture book images. Finally, we establish an AR interactive picture book image sentiment analysis platform through deep learning training in an image sample library. Based on the 2.2.3 VGGNet deep learning network, 1500 of the above 2048 images were used for model training, and the remaining images were used for testing.",Found via local text search (partial match - first 50 chars),2025-11-28T16:13:11.510098
170,APPLICATION OF AR VIRTUAL IMPLANTATION TECHNOLOGY BASED ON DEEP LEARNING AND EMOTIONAL TECHNOLOGY IN THE CREATION OF INTERACTIVE PICTURE BOOKS,Design Discipline,product emotional design based on deep learning can integrate users' emotional needs into the actual...,Y,LOCAL,80,PARTIAL,NONE,product emotional design based on deep learning can integrate users' emotional needs into the actual product design. The literature [18-19] focuses on the user interface design and interaction design of AR books.,Found via local text search (partial match - first 50 chars),2025-11-28T16:13:11.651647
170,APPLICATION OF AR VIRTUAL IMPLANTATION TECHNOLOGY BASED ON DEEP LEARNING AND EMOTIONAL TECHNOLOGY IN THE CREATION OF INTERACTIVE PICTURE BOOKS,Data About,Starting from the international award-winning works of high quality and reflecting contemporary desi...,Y,LOCAL,100,EXACT,NONE,"Starting from the international award-winning works of high quality and reflecting contemporary design trends, and guided by design emotion theory, we selected product design images with more obvious design emotion characteristics and established a preliminary design gallery with 2048 images covering common product categories.",Found via local text search (full match),2025-11-28T16:13:11.809756
170,APPLICATION OF AR VIRTUAL IMPLANTATION TECHNOLOGY BASED ON DEEP LEARNING AND EMOTIONAL TECHNOLOGY IN THE CREATION OF INTERACTIVE PICTURE BOOKS,Data Modality,"AR interactive picture book is a comprehensive picture, voice, click an interactive multimedia produ...",Y,LOCAL,100,EXACT,NONE,"AR interactive picture book is a comprehensive picture, voice, click an interactive multimedia product, combined with deep learning product emotional design can make the AR interactive picture book greatly enhance the expressive power, and interactive effect significantly improved.",Found via local text search (full match),2025-11-28T16:13:11.964088
170,APPLICATION OF AR VIRTUAL IMPLANTATION TECHNOLOGY BASED ON DEEP LEARNING AND EMOTIONAL TECHNOLOGY IN THE CREATION OF INTERACTIVE PICTURE BOOKS,"AI Assistance Types (Lee and Kim, 2025)",to establish an emotion-based recognition model for picture book images. The results show that the m...,Y,LOCAL,100,EXACT,NONE,"to establish an emotion-based recognition model for picture book images. The results show that the model can well analyze the emotion of images in AR picture books, and the accuracy of prediction is a big improvement compared with traditional machine recognition algorithms.",Found via local text search (full match),2025-11-28T16:13:12.124804
170,APPLICATION OF AR VIRTUAL IMPLANTATION TECHNOLOGY BASED ON DEEP LEARNING AND EMOTIONAL TECHNOLOGY IN THE CREATION OF INTERACTIVE PICTURE BOOKS,Design Practice/Task,"In this paper, we aim to use deep learning and affective technology in the creation of AR interactiv...",Y,LOCAL,80,PARTIAL,NONE,"In this paper, we aim to use deep learning and affective technology in the creation of AR interactive picture books to transform the reading process from static to dynamic, enrich visual stimulation, and increase the fun and interactivity of reading. The creation of AR interactive picture books with such new technology, can bring children an emotionally pleasant experience when reading and subtly educate them.",Found via local text search (partial match - first 50 chars),2025-11-28T16:13:12.319166
170,APPLICATION OF AR VIRTUAL IMPLANTATION TECHNOLOGY BASED ON DEEP LEARNING AND EMOTIONAL TECHNOLOGY IN THE CREATION OF INTERACTIVE PICTURE BOOKS,AI methods,"In this paper, based on the three-level theoretical model of emotion, the emotion labeling results a...",Y,LOCAL,80,PARTIAL,NONE,"In this paper, based on the three-level theoretical model of emotion, the emotion labeling results are input to a deep neural network for learning, to establish an emotion-based recognition model for picture book images. Based on the 2.2.3 VGGNet deep learning network, 1500 of the above 2048 images were used for model training, and the remaining images were used for testing.",Found via local text search (partial match - first 50 chars),2025-11-28T16:13:12.479492
13,Analysis of Cleaner Production Performance in Manufacturing Companies Employing Artificial Neural Networks,Data Modality,"Manxin Chen:
The data collection was carried out through a survey applied to $N=205$ (two hundred an...",Y,CANDIDATES,100,EXACT,NONE,"Manxin Chen:
The data collection was carried out through a survey applied to $N=205$ (two hundred and five) Brazilian industrial companies. 8/ These variables were divided into input variables that are related to the implemented CP practices... and output variables that quantify the impact of the adopted CP strategies",,2025-11-28T16:13:13.159501
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,"AI Assistance Types (Lee and Kim, 2025)","This classifier adeptly extracts emotional cues from various facets like mouth shape, facial express...",Y,LOCAL,80,PARTIAL,NONE,"This classifier adeptly extracts emotional cues from various facets like mouth shape, facial expressions, body language, and more, facilitating the prediction of a user's emotional state. This predictive capacity, in turn, contributes significantly to enhancing user experiences within interior interaction design. This comprehensive understanding allows for a nuanced interpretation of users' emotional states and preferences, facilitating personalized and efficient services. By monitoring users' visual responses, designers can discern which design elements evoke positive emotions like pleasure, excitement, or comfort and negative emotions such as dissatisfaction, despondency, or fatigue.",Found via local text search (partial match - first 50 chars),2025-11-28T16:13:13.235525
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,Data Modality,"For video dataset HMDB, key frames or video fragments are extracted. For the image dataset CK+, the ...",Y,LOCAL,80,PARTIAL,NONE,"For video dataset HMDB, key frames or video fragments are extracted. For the image dataset CK+, the image file is loaded directly.",Found via local text search (partial match - first 50 chars),2025-11-28T16:13:13.334535
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,AI methods,"Intherealmofdeeplearning,convolutionalneuralnetworks(CNNs)(Zhang,Zhang&Wang,2023)haveemergedasaformi...",Y,LOCAL,80,PARTIAL,NONE,"Intherealmofdeeplearning,convolutionalneuralnetworks(CNNs)(Zhang,Zhang&Wang,2023)haveemergedasaformidabletoolforimageprocessing.Theirstrengthliesinthe robust feature extraction capabilities embedded within their convolutional kernels,which have found widespread applications in tasks ranging from intricate image processing, pattern recognition, to feature extraction.",Found via local text search (partial match - first 50 chars),2025-11-28T16:13:13.428426
13,Analysis of Cleaner Production Performance in Manufacturing Companies Employing Artificial Neural Networks,Design Discipline,"Manxin Chen:
Analysis of Cleaner Production Performance in Manufacturing Companies.
We consider Prod...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
Analysis of Cleaner Production Performance in Manufacturing Companies.
We consider Product Design, Production Processes, and Reuse as the input latent variables, whereas the Environmental Performance of Product, Environmental Performance of Processes, and Economic Performance comprises the output variables of our model.",,2025-11-28T16:13:17.852217
13,Analysis of Cleaner Production Performance in Manufacturing Companies Employing Artificial Neural Networks,AI methods,"Manxin Chen:
.a fully connected feed-forward multi-layer perceptron to model the relation... / For o...",N,CANDIDATES,15,NONE,HALLUCINATION,"Manxin Chen:
.a fully connected feed-forward multi-layer perceptron to model the relation... / For our case, we adopted a swallow feed-forward regressor, operating in supervised mode",,2025-11-28T16:13:18.252177
159,Will artificial intelligence platforms replace designers in the future? analyzing the impact of artificial intelligence platforms on the engineering design industry through color perception,Design Practice/Task,"AI platforms serve as repositories for creative inspiration, with their training libraries encompass...",Y,LOCAL,80,PARTIAL,NONE,"AI platforms serve as repositories for creative inspiration, with their training libraries encompassing a diverse array of real-world items and sources. designers surveyed in stage 2 generally believe that AI platforms are more suited for use in the early stages of the design process and in the final presentation of results. This includes conceptual design (sketches, brainstorming, etc., with an average rating of 2.99 ± 1.56), preliminary design (models, prototypes, etc., rated 2.97 ±1.66), and final design presentation (rated 2.95 ± 1.60).",Found via local text search (partial match - first 50 chars),2025-11-28T16:13:20.125769
13,Analysis of Cleaner Production Performance in Manufacturing Companies Employing Artificial Neural Networks,Design Phase,"Manxin Chen:
to model the relation between the input (cleaner production techniques) and output vari...",Y,CANDIDATES,100,EXACT,NONE,"Manxin Chen:
to model the relation between the input (cleaner production techniques) and output variables (cleaner production performance) and, subsequently, quantify the sensibility of the different output variables on the input variables.",,2025-11-28T16:13:20.197507
159,Will artificial intelligence platforms replace designers in the future? analyzing the impact of artificial intelligence platforms on the engineering design industry through color perception,Data About,This research investigates the impact of artificial intelligence platforms on the engineering design...,Y,LOCAL,80,PARTIAL,NONE,"This research investigates the impact of artificial intelligence platforms on the engineering design industry by analyzing the perceptions of color and views on artificial intelligence development among designers and non-designers. The study utilized a two-stage approach: the first involved artificial intelligence-assisted design tasks and focus group discussions with 24 participants, capturing both visual and textual data. K-means color clustering and thematic analysis were applied to images and texts.",Found via local text search (partial match - first 50 chars),2025-11-28T16:13:20.262999
159,Will artificial intelligence platforms replace designers in the future? analyzing the impact of artificial intelligence platforms on the engineering design industry through color perception,"AI Assistance Types (Lee and Kim, 2025)",Both groups agreed that AI platforms are suitable as repositories of creative inspiration in profess...,Y,LOCAL,80,PARTIAL,NONE,"Both groups agreed that AI platforms are suitable as repositories of creative inspiration in professional life, enhancing efficiency. The most recognized use of AI platforms by designers was as a repository of creative inspiration (83, 74.77%), followed by efficient material production (80, 72.07%), style transformation (69, 62.16%), and rapid prototyping (72, 64.86%).",Found via local text search (partial match - first 50 chars),2025-11-28T16:13:20.404226
159,Will artificial intelligence platforms replace designers in the future? analyzing the impact of artificial intelligence platforms on the engineering design industry through color perception,Data Modality,The study utilized a two-stage approach: the first involved artificial intelligence-assisted design ...,Y,LOCAL,80,PARTIAL,NONE,"The study utilized a two-stage approach: the first involved artificial intelligence-assisted design tasks and focus group discussions with 24 participants, capturing both visual and textual data. The data analyzed encompassed two dimensions: visual representations of the participants' design works and textual data derived from the group discussions.",Found via local text search (partial match - first 50 chars),2025-11-28T16:13:20.449234
13,Analysis of Cleaner Production Performance in Manufacturing Companies Employing Artificial Neural Networks,Data About,"Manxin Chen:
The data collection was carried out through a survey applied to $N=205$ (two hundred an...",Y,CANDIDATES,100,EXACT,NONE,"Manxin Chen:
The data collection was carried out through a survey applied to $N=205$ (two hundred and five) Brazilian industrial companies.
Input latent variables: Product Design (PD), Production Processes (PP), and Reuse (R).",,2025-11-28T16:13:24.999238
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,Data About,"Users predominantly express emotions through multiple languages, facial expressions, and body langua...",Y,CANDIDATES,100,EXACT,NONE,"Users predominantly express emotions through multiple languages, facial expressions, and body language, so relying solely on a singular perspective for emotion recognition appears limited. Our approach harnesses the user's facial expression, mouth shape, and body features extracted from the visual emotion recognition network as inputs into the multimodal weighting network.",,2025-11-28T16:13:28.676566
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,Design Phase,This study introduces a deep learning-based multimodal weighting network model to address this chall...,Y,CANDIDATES,85,EXACT,NONE,"This study introduces a deep learning-based multimodal weighting network model to address this challenge. The model initiates with a convolutional attention module, employing a self-attention mechanism within a convolutional neural network (CNN). As a result, the multimodal weighting network model is integrated to optimize weights during training. Finally, a weight network classifier is derived from these optimized weights to facilitate visual emotion recognition. Experimental outcomes reveal a 77.057% correctness rate and a 74.75% accuracy rate in visual emotion recognition.",,2025-11-28T16:13:33.799163
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,Design Discipline,"Interaction design, as a comprehensive discipline, focuses primarily on enhancing the user experienc...",Y,CANDIDATES,100,EXACT,NONE,"Interaction design, as a comprehensive discipline, focuses primarily on enhancing the user experience. Presently, interaction design within interior spaces seamlessly merges design with technology. This integration leverages cutting-edge technologies like artificial intelligence, sensors, and interactive projection, among others, facilitating the fusion of users with the interior environment. The objective is to offer interior space designs that are more accessible, interactive, and tailored to individual preferences.",,2025-11-28T16:13:35.527850
159,Will artificial intelligence platforms replace designers in the future? analyzing the impact of artificial intelligence platforms on the engineering design industry through color perception,Design Discipline,"Among the 12 designers, roles included graphic designers (4, 33.33%), product/ industrial designers ...",Y,CANDIDATES,95,EXACT,NONE,"Among the 12 designers, roles included graphic designers (4, 33.33%), product/ industrial designers (4, 33.33%), architectural designers (2, 16.67%), and interior designers (2, 16.67%). The content of design education received by designers can vary depending on their specialization—such as graphic design, industrial design, interior design, or fashion design—and the educational institution, but generally includes several fundamental components: design principles, design thinking, design tools, design history, design practice, and ethics.",,2025-11-28T16:13:38.866683
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,Design Practice/Task,This study introduces a deep learning-based multimodal weighting network model to address this chall...,Y,CANDIDATES,85,EXACT,PARAPHRASE,"This study introduces a deep learning-based multimodal weighting network model to address this challenge. The model initiates with a convolutional attention module, employing a self-attention mechanism within a convolutional neural network (CNN). As a result, the multimodal weighting network model is integrated to optimize weights during training. Finally, a weight network classifier is derived from these optimized weights to facilitate visual emotion recognition. Experimental outcomes reveal a 77.057% correctness rate and a 74.75% accuracy rate in visual emotion recognition.",,2025-11-28T16:13:39.311229
159,Will artificial intelligence platforms replace designers in the future? analyzing the impact of artificial intelligence platforms on the engineering design industry through color perception,AI methods,"The ability of deep learning to process complex and ambiguous data, combined with the numerous model...",Y,CANDIDATES,95,EXACT,NONE,"The ability of deep learning to process complex and ambiguous data, combined with the numerous models developed in the field of computer vision that excel in visual processing, positions deep learning as an exceptionally promising AI method for design applications. ... This AI painting platform, grounded in deep learning theory, leverages GAN and CNN models to generate images from user prompts, creating diverse stylistic artworks.",,2025-11-28T16:13:41.004844
159,Will artificial intelligence platforms replace designers in the future? analyzing the impact of artificial intelligence platforms on the engineering design industry through color perception,Design Phase,participants were required to complete four design assignments within a 25-min timeframe. These task...,Y,CANDIDATES,98,EXACT,NONE,"participants were required to complete four design assignments within a 25-min timeframe. These tasks entailed creating designs for a table lamp (task 1), a hat (task 2), a pet illustration (task 3), and a small car (task 4). designers surveyed in stage 2 generally believe that AI platforms are more suited for use in the early stages of the design process and in the final presentation of results. This includes conceptual design (sketches, brainstorming, etc., with an average rating of 2.99 ± 1.56), preliminary design (models, prototypes, etc., rated 2.97 ±1.66)",,2025-11-28T16:13:41.399349
184,Interaction Design With Multi-Objective Bayesian Optimization,AI methods,Bayesian optimization is a machine learning technique for performing optimization of black-box funct...,Y,LOCAL,80,PARTIAL,NONE,Bayesian optimization is a machine learning technique for performing optimization of black-box functions. It works by constructing a surrogate model of the unknown function and selecting new points to evaluate with reference to this model. Each new observation improves the estimate of the model and thereby the understanding of where promising points are likely to lie.,Found via local text search (partial match - first 50 chars),2025-11-28T16:13:49.162542
172,Beyond Manual Modeling: Automating GUI Model Generation Using Design Documents,Data About,"GUI models encapsulate the desired visual appearance and interactive behaviors of applications, faci...",Y,CANDIDATES,60,PARAPHRASE,PARAPHRASE,"GUI models encapsulate the desired visual appearance and interactive behaviors of applications, facilitating various downstream tasks like model-based testing (MBT). Leveraging design documents, DemGen employs computer vision pre-trained models in conjunction with a rule-based correction mechanism to identify GUI elements and their intended behaviors as defined in those documents. Corporation S, a large global company whose applications are widely used, provided design documents for four commercial applications.",,2025-11-28T16:13:51.894110
172,Beyond Manual Modeling: Automating GUI Model Generation Using Design Documents,Design Discipline,"Throughout the development lifecycle of a GUI application, various artifacts are produced, with UI/U...",Y,CANDIDATES,70,PARAPHRASE,PARAPHRASE,"Throughout the development lifecycle of a GUI application, various artifacts are produced, with UI/UX designs being particularly significant alongside source code, especially in the industrial production environments of large companies. UI/UX designs are crucial as they define the intended appearance and behavior of the application before implementation. Model-based testing (MBT) is an effective approach for this purpose. MBT uses abstract models to represent the expected behavior of the GUI, helping identify and address issues to maintain high-quality user experiences.",,2025-11-28T16:13:54.382240
172,Beyond Manual Modeling: Automating GUI Model Generation Using Design Documents,Design Phase,"In this paper, a novel approach named DemGen is proposed to seek a unique pathway for GUI model gene...",Y,CANDIDATES,95,EXACT,NONE,"In this paper, a novel approach named DemGen is proposed to seek a unique pathway for GUI model generation. Leveraging design documents, DemGen employs computer vision pre-trained models in conjunction with a rule-based correction mechanism to identify GUI elements and their intended behaviors as defined in those documents. We implemented DemGen into a tool and successfully integrate it into a real-world industrial environment.",,2025-11-28T16:13:55.425526
172,Beyond Manual Modeling: Automating GUI Model Generation Using Design Documents,Data Modality,DemGen employs computer vision pre-trained models in conjunction with a rule-based correction mechan...,Y,CANDIDATES,85,EXACT,NONE,"DemGen employs computer vision pre-trained models in conjunction with a rule-based correction mechanism to identify GUI elements and their intended behaviors as defined in those documents. Furthermore, in design documents, there are also texts that serve as expressions specifying transition types, conditions, etc. To capture this textual information, we utilize the OCR technique.",,2025-11-28T16:13:56.158716
172,Beyond Manual Modeling: Automating GUI Model Generation Using Design Documents,"AI Assistance Types (Lee and Kim, 2025)","In this paper, a novel approach named DemGen is proposed to seek a unique pathway for GUI model gene...",Y,CANDIDATES,90,EXACT,NONE,"In this paper, a novel approach named DemGen is proposed to seek a unique pathway for GUI model generation. Leveraging design documents, DemGen employs computer vision pre-trained models in conjunction with a rule-based correction mechanism to identify GUI elements and their intended behaviors as defined in those documents. Subsequently, the identified content is transformed into a formal GUI model adhering to the IFML modeling language.",,2025-11-28T16:13:56.724140
168,Empirical Evidence on Conversational Control of GUI in Semantic Automation,Data About,We ingested an internal test dataset containing ˷50 tables on banking customer insights and left con...,Y,LOCAL,80,PARTIAL,NONE,"We ingested an internal test dataset containing ˷50 tables on banking customer insights and left control of the UI up to the user. In task T1.1, we wanted users to retrieve data on customer churn/attrition, before opening table details T1.2 and exploring the semantic enrichments T1.3.",Found via local text search (partial match - first 50 chars),2025-11-28T16:13:58.354148
172,Beyond Manual Modeling: Automating GUI Model Generation Using Design Documents,AI methods,"SAM is a foundational CV model tailored for image segmentation tasks. Trained on massive datasets, i...",Y,CANDIDATES,65,EXACT,PARAPHRASE,"SAM is a foundational CV model tailored for image segmentation tasks. Trained on massive datasets, it has achieved outstanding results in zero-shot image segmentation tasks without re-training or fine-tuning. In our implementation, we utilize the VGG model to extract the embeddings of the GUI screens. VGG is a deep-learning model and is demonstrated wide applicability in various visual tasks.",,2025-11-28T16:13:58.677656
172,Beyond Manual Modeling: Automating GUI Model Generation Using Design Documents,Design Practice/Task,"GUI models encapsulate the desired visual appearance and interactive behaviors of applications, faci...",Y,CANDIDATES,45,SEMANTIC,PARAPHRASE,"GUI models encapsulate the desired visual appearance and interactive behaviors of applications, facilitating various downstream tasks like model-based testing (MBT). Model-based testing (MBT) is an effective approach for this purpose. MBT uses abstract models to represent the expected behavior of the GUI, helping identify and address issues to maintain high-quality user experiences. For MBT, the test cases are generated automatically from the IFML model.",,2025-11-28T16:13:59.061393
184,Interaction Design With Multi-Objective Bayesian Optimization,Data About,We calculate recognition accuracy as ncorrect/n where ncorrect is the number of trials in which the ...,Y,CANDIDATES,95,EXACT,NONE,"We calculate recognition accuracy as ncorrect/n where ncorrect is the number of trials in which the correct response is matched with the given stimulus, and n is the total number of trials.",,2025-11-28T16:14:03.655923
189,The Application of Deep Learning for the Evaluation of User Interfaces,AI methods,"To prove the hypothesis that CNNs can evaluate the effectiveness of a user interface, we tested a nu...",Y,LOCAL,80,PARTIAL,NONE,"To prove the hypothesis that CNNs can evaluate the effectiveness of a user interface, we tested a number of diverse architectures: vanilla CNNs, general-purpose networks modified for regression tasks such as VGG19 (Visual Geometry Group) [28], InceptionResNetV2 [29], Xception [30], and ResNet50 [31], and deep ensemble models for regression. CNN training was implemented with the Keras [32] and TensorFlow [33] deep-learning frameworks.",Found via local text search (partial match - first 50 chars),2025-11-28T16:14:08.569359
184,Interaction Design With Multi-Objective Bayesian Optimization,Design Phase,"designers completed the same design exercise twice: first using their own preferred design strategy,...",Y,CANDIDATES,98,EXACT,NONE,"designers completed the same design exercise twice: first using their own preferred design strategy, and second in collaboration with MOBO. Given the workshop approach, we focus primarily on observations regarding the designers' experience of the design procedure",,2025-11-28T16:14:13.058420
184,Interaction Design With Multi-Objective Bayesian Optimization,Design Practice/Task,Each design iteration would include both practice and test modes. When the test session of a particu...,Y,CANDIDATES,98,EXACT,NONE,"Each design iteration would include both practice and test modes. When the test session of a particular design configuration was completed, the designer was shown the recognition accuracy and the number of cues. The designers familiarized themselves with the task and devised a study plan in the first hour of the session. The study plan was then executed in the remaining two hours.",,2025-11-28T16:14:14.201451
168,Empirical Evidence on Conversational Control of GUI in Semantic Automation,Design Discipline,This research explores integration of a Large Language Model (LLM) fine-tuned to conversationally co...,Y,CANDIDATES,95,EXACT,NONE,"This research explores integration of a Large Language Model (LLM) fine-tuned to conversationally control the user interface (UI) for a Semantic Automation Layer (SAL). To evaluate the efficacy and usability of conversational control in various use-case scenarios, we conduct and report on an empirical interaction design user study.",,2025-11-28T16:14:15.433747
184,Interaction Design With Multi-Objective Bayesian Optimization,Data Modality,"Minimum duration time of the vibration [50 ms, 950ms]. Number of discrete vibration duration levels ...",Y,CANDIDATES,45,SEMANTIC,HALLUCINATION,"Minimum duration time of the vibration [50 ms, 950ms]. Number of discrete vibration duration levels {1,2,3,4}. Minimum amplitude of vibration [0g, 1.45g]. Number of discrete amplitude levels {1,2,3,4}.",,2025-11-28T16:14:16.290017
168,Empirical Evidence on Conversational Control of GUI in Semantic Automation,Design Phase,We develop a web-based CGUI that allows users to interact directly with this SAL in a graphical mann...,N,CANDIDATES,35,SEMANTIC,PARAPHRASE,"We develop a web-based CGUI that allows users to interact directly with this SAL in a graphical manner. The main interface features a chat component, providing conversational prompts to guide users in forming requests, which our conversational agent is capable of interpreting and executing. To evaluate the Conversational GUI proposed in the previous section, we performed a user study with 11 business analysts who were given different tasks involving semantic capabilities.",,2025-11-28T16:14:16.943728
168,Empirical Evidence on Conversational Control of GUI in Semantic Automation,Design Practice/Task,"To evaluate the efficacy and usability of conversational control in various use-case scenarios, we c...",Y,CANDIDATES,70,PARAPHRASE,PARAPHRASE,"To evaluate the efficacy and usability of conversational control in various use-case scenarios, we conduct and report on an empirical interaction design user study. Our findings provide evidence supporting enhanced user engagement and satisfaction.",,2025-11-28T16:14:17.638387
168,Empirical Evidence on Conversational Control of GUI in Semantic Automation,AI methods,"Generative AI has seen rapid advancement in recent years, particularly with the development of Large...",Y,CANDIDATES,65,EXACT,PARAPHRASE,"Generative AI has seen rapid advancement in recent years, particularly with the development of Large Language Models (LLMs). These models, such as OpenAI's GPT series, have the capability to generate content that closely resembles human-created output.",,2025-11-28T16:14:20.295756
168,Empirical Evidence on Conversational Control of GUI in Semantic Automation,Data Modality,"Conversational User Interfaces (CUIs), particularly chatbots, mark a transformative direction in hum...",Y,CANDIDATES,85,EXACT,NONE,"Conversational User Interfaces (CUIs), particularly chatbots, mark a transformative direction in human-computer interaction (HCI) by facilitating more natural and organic interactions with devices via spoken or textual dialogue. The main interface features a chat component, providing conversational prompts to guide users in forming requests, which our conversational agent is capable of interpreting and executing.",,2025-11-28T16:14:21.287594
